	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84
1980	0.01764	82.14738	0.2238	0.00027	0.01027	-2e-05	-0.09031	90.55415	-0.53459	0.00053	0.01561	0.00014	-0.11971	-144.83907	-1.32932	-0.00048	-0.00653	-5e-05	-0.02724	194.2235	-0.19594	0.00093	0.01843	-6e-05	0.06429	-127.33822	0.74498	-0.00083	-0.02201	0.0002	-0.1641	-201.76699	-1.42849	-0.00065	-0.01422	-8e-05	-0.03673	-419.28362	-0.42824	-0.00196	-0.04774	9e-05	-0.17014	-380.34596	-2.09668	-0.00153	-0.04863	-0.00033	0.24889	183.36204	2.15562	0.00054	0.00267	-0.00024	0.21867	-0.46169	2.14951	-0.00016	0.00256	-0.00012	0.04677	-100.37729	1.41318	-0.00083	-0.02561	-0.00019	-0.4204	-53.40729	-2.8636	0.00023	0.0012	-5e-05	-0.49087	136.45271	-4.90149	0.00125	0.05234	-0.00014	1.22951	-608.55396	7.62418	-0.00347	-0.09934	-0.00049
1981	-0.42796	-122.35317	-0.99698	-0.00135	-0.04896	-0.00014	-0.6259	-485.46581	-0.4135	-0.00334	-0.13263	-0.00081	-0.63255	-214.16667	-1.70944	-0.00039	-0.01158	0.00055	1.1979	107.47475	2.57414	0.00267	0.0979	-0.00016	-0.02252	-35.19722	-1.23822	-0.00114	-0.0264	-0.00064	-0.34993	-27.08333	-0.33926	-0.00207	-0.07333	-0.00044	-0.95647	280.22569	-3.85556	0.0012	0.0242	-0.00044	0.9887	184.18254	1.49397	0.00233	0.1176	0.00024	0.20127	-441.65278	-1.10889	-0.0011	-0.03783	-0.00073	-0.08538	-908.18889	2.03111	-0.00647	-0.23952	-0.00123	-0.52458	1131.96528	-3.20306	0.00518	0.17256	0.00391	1.18011	-123.80556	5.06889	0.00045	0.05457	0.00032	-1.55281	248.19444	-1.08556	-0.0008	-0.09136	-0.00384	0.53515	-322.22222	-1.78889	0.00093	0.07932	0.00029
1982	0.16163	79.63913	0.12051	0.00055	0.03022	-7e-05	-0.16617	-420.07018	-2.41905	-0.00216	-0.03436	-0.00019	-0.03007	-314.23327	0.08801	-0.00322	-0.07338	-0.0003	-0.05031	489.34127	1.25272	0.00325	0.05507	-0.00019	-0.18301	-177.89102	-1.20556	-0.00065	-0.01476	-0.00031	-0.14114	-465.91264	-0.94834	-0.0036	-0.09118	-0.00034	0.28252	-314.87932	1.61376	-0.00229	-0.06012	0.00034	-0.08578	640.8417	1.24532	0.00354	0.08214	0.00019	0.01117	-51.05649	-2.1496	0.00174	0.05739	8e-05	-0.00554	-902.78649	-1.32142	-0.00597	-0.14952	-0.00018	-0.06927	-391.38916	2.01184	-0.0037	-0.12986	-0.00021	-0.14615	-160.16782	3.23707	-0.00345	-0.12866	-0.00015	-1.32306	808.27484	-2.43249	0.00988	0.20302	-0.00016	-0.99546	965.54951	-6.85982	0.00666	0.17111	-2e-05
1983	0.12087	123.40018	2.20352	0.00146	0.00529	-0.00045	0.15942	-138.13316	0.98866	0.00046	-0.00566	0.0	-0.13872	-16.05027	-1.09534	0.00041	-0.01609	-0.00021	-0.11085	-157.82861	-2.02456	-0.00032	-0.00983	-0.00029	-0.47846	-170.57649	-5.13749	-0.00063	-0.01484	0.00073	-0.22186	239.60936	-2.33196	0.0007	0.02177	-0.00065	-0.13229	261.80393	0.32829	0.00088	0.03537	-0.00047	0.07615	-171.76344	0.85328	-0.00115	-0.01379	-0.00036	-0.10929	145.23718	0.36616	7e-05	0.02776	-0.00064	0.21963	-610.43956	1.66284	-0.0051	-0.12599	-0.00015	0.34652	-1092.50699	1.50738	-0.00673	-0.12457	0.00117	-0.21163	-52.63982	-3.29884	-0.00216	0.02079	-0.00199	-0.13631	705.46418	-0.33662	-0.00082	0.04785	-0.00224	0.09073	-152.54516	1.91004	-0.00609	-0.0961	0.00109
1984	-0.13175	-178.79672	0.24581	-0.00114	-0.04058	0.00054	-0.03004	-77.77662	-0.3677	-0.00036	-0.01716	-0.0018	0.09728	192.97666	-0.13823	0.00129	0.04896	-0.00235	-0.0647	-175.51983	-0.1405	-0.00135	-0.03108	0.00192	0.15389	181.43298	0.23051	0.0008	0.04009	0.00182	-0.16705	-206.56077	-0.97514	-0.00083	-0.05776	-0.00249	0.09714	-121.28712	1.40021	-0.00063	-0.01108	-0.00219	0.03733	211.21376	0.79823	0.00126	0.04398	-0.00065	-0.24177	-211.89062	-1.0224	-0.00146	-0.05719	-6e-05	0.06707	66.47991	-0.74916	0.00097	0.0197	-0.00071	-0.01073	-85.18562	-0.74379	-9e-05	-0.01998	-0.00124	0.02299	-77.02684	-0.68062	-0.0006	-0.02024	0.00171	-0.24011	-68.29729	-3.17529	-0.00103	-0.04522	0.00182	-0.4621	-294.47662	-3.88196	-0.00275	-0.11304	0.00172
1985	-0.13742	-266.22243	-3.54284	-0.00071	-0.01211	-0.00231	-0.08902	-437.43636	2.13989	-0.00233	-0.0818	-0.00075	-0.43176	155.52506	-3.72792	0.00027	0.00478	0.00424	0.18343	194.70922	1.29943	0.00058	0.02171	-0.00315	-0.15701	-374.11484	-1.44337	-0.00182	-0.05445	-7e-05	0.0722	-94.04297	1.40628	-0.00039	-0.00593	0.00197	0.31057	580.30168	3.72474	0.00316	0.08228	-0.00402	-0.055	-165.26016	-5.06141	-3e-05	0.03519	-0.00108	-0.12182	-5.44967	3.91355	-0.00026	-0.0404	-0.00022	-0.90222	0.38453	-7.12755	-0.00113	-0.05023	-0.00205	0.52066	-363.84584	4.53091	-0.00115	-0.04636	0.00042	0.3512	-163.99328	-4.05641	-3e-05	0.03495	0.00119	0.30861	226.32057	6.75349	0.00139	0.00321	-0.0027	-0.97445	795.09328	-11.67047	0.0019	0.07939	0.00328
1986	0.04424	-450.16203	-1.62834	-0.0024	-0.04736	0.00019	-0.14845	54.78255	0.79276	0.00064	-0.02297	-0.00051	-0.35633	-271.64493	-3.64451	-0.00198	-0.05175	-0.00059	0.17874	225.70622	3.44562	0.0009	0.02583	-0.00029	0.01518	-55.0458	-1.15409	0.00052	0.02806	0.00035	-0.14103	-55.18404	-0.5561	-0.00136	-0.03595	-0.00056	-0.27197	-167.62285	-2.96471	-0.00105	-0.03665	0.00048	0.33825	-149.67903	1.26957	-0.00072	0.01254	0.00066	0.22854	490.86507	1.86571	0.00253	0.08477	-0.00024	-0.49953	405.1044	-4.98396	0.00264	0.0854	-0.00116	-0.82673	-805.7011	-4.70562	-0.00383	-0.17246	-0.00087	-0.31468	20.94773	-0.55884	-0.00055	-0.05862	0.00038	1.38513	453.3704	8.75671	0.00183	0.0997	0.0007	1.08179	-285.6576	9.52604	-0.00056	0.02753	0.00064
1987	-0.00797	-384.95857	0.74659	-0.00224	-0.07157	-0.00056	-0.41679	-148.5957	-3.41812	-0.00058	-0.02548	-0.00056	0.08784	133.86388	0.30389	0.00091	0.02344	-2e-05	0.22279	-478.03038	0.90717	-0.00206	-0.05657	0.00075	-0.18894	842.53564	-2.36522	0.00407	0.13676	-0.00044	-0.54578	-585.45084	-3.83815	-0.00374	-0.115	-0.00096	0.28687	-399.85862	2.95236	-0.00119	-0.04196	0.00067	0.33849	484.07547	2.23635	0.00305	0.09397	-0.00054	-0.5153	-251.42218	-4.76389	-0.00186	-0.0417	-0.00012	-0.26036	728.37858	-0.70689	0.0031	0.07512	0.00024	0.54852	-422.92662	4.72361	-0.00285	-0.08908	0.00034	0.37364	-530.66573	1.76889	-0.00032	-0.01309	-0.00018	-0.2285	866.94671	-3.21556	0.00577	0.14634	-0.00015	-0.22982	-527.96062	-1.14889	-0.00845	-0.16394	0.00092
1988	0.20413	391.25366	2.11683	0.00149	0.02871	-0.0006	0.04836	290.03184	1.3824	0.00038	0.00748	0.00218	-0.02062	336.23049	0.4884	0.00131	0.04206	0.00126	-0.06305	7.51562	-0.13033	0.00033	0.00745	-6e-05	-0.01934	54.68071	0.0434	-2e-05	5e-05	-0.00082	0.03164	-60.84862	-0.56471	-0.0003	0.00446	0.00023	-0.00075	-2.00829	-1.0856	0.00016	0.00176	-0.00135	-0.05118	-388.96634	-0.91303	-0.00177	-0.06299	-0.00181	-0.12108	-476.30551	-1.9506	-0.00146	-0.03741	-0.00085	-0.23765	-373.10756	-2.156	-0.00044	0.00074	-0.00246	-0.35949	-1304.01062	-3.7556	-0.00649	-0.14866	-0.00231	-0.30053	-1290.91218	-4.78893	-0.00716	-0.13748	-0.00355	-0.17996	-985.78729	-2.8136	-0.00186	-0.05217	-0.00456	-0.08222	-1365.12196	-3.9816	-0.00304	-0.15816	-0.00231
1989	-0.00182	582.9758	1.146	0.00348	0.0628	-0.00224	0.03909	-375.56428	0.58133	-0.00407	-0.0773	0.00157	-0.13913	-536.31993	-0.99084	-0.00259	-0.06748	-0.0022	-0.06737	-477.21988	-2.06893	-0.00195	-0.03075	-0.00129	-0.14075	-91.48882	-2.24162	-0.00079	0.00833	0.00225	-0.0089	190.00833	-1.23159	0.00117	0.03339	-0.00154	0.12141	136.00734	0.22871	-0.00071	0.01175	0.00171	-0.03172	-569.68163	-0.04148	-0.00529	-0.10686	-0.00278	0.05332	-260.85627	0.78893	-0.0021	-0.05318	-0.00075	-0.09486	439.11511	0.96311	0.0052	0.07158	-0.0016	0.18245	-149.29099	1.63438	-0.0002	0.00151	0.00219	-0.22336	-145.99449	-1.47018	-0.00269	-0.07559	0.00147	0.36397	-282.87349	1.96104	-0.0002	-0.04425	0.00104	-0.34369	-401.47382	-2.04462	0.00023	-0.00781	-0.00037
1990	-0.72733	-344.30253	-3.77698	-0.00184	-0.07144	-0.00027	0.55006	92.20394	3.15342	0.00057	0.03283	-0.00095	-0.50332	-235.35296	-0.96083	-0.00205	-0.07075	0.00035	-0.01353	-87.35456	-1.58283	0.00041	0.02169	-0.00037	0.56335	169.14964	1.80444	0.00155	0.0512	-0.00068	-1.0053	-737.7361	-4.66519	-0.00598	-0.16581	-6e-05	0.88959	354.68213	4.22028	0.0006	0.03281	-0.00145	-0.8351	-89.33253	-1.9627	-0.00181	-0.09696	0.00016	0.64721	574.74904	1.03333	0.00395	0.14255	0.00336	-0.64727	239.00658	0.27978	0.00014	-0.01545	-0.00116	-0.3393	-193.53262	-0.68139	0.00054	0.02446	-0.00092	-0.10236	-585.74507	-0.86222	-0.00195	-0.06072	0.00043	-0.23971	66.63404	-3.70556	0.00207	0.06066	0.00061	0.81356	-1663.13529	-1.25889	-0.00375	-0.03169	-0.00339
1991	-0.08246	116.11397	0.76933	-9e-05	5e-05	-0.00035	-0.17562	76.64444	-2.66852	0.00062	0.02875	-0.00067	0.09001	-318.52611	-0.06351	-0.00121	-0.02599	0.0002	0.09526	-233.26434	0.42386	-0.00171	-0.0475	-0.00039	0.10648	218.69111	-1.02989	0.00111	0.05353	0.00065	-0.35313	329.33778	-1.90077	0.00138	0.04348	-0.00101	-0.04676	171.74361	-0.56454	0.00076	-0.00021	-0.00031	0.35117	-212.93794	2.70223	0.00025	-0.01779	0.0005	-0.34881	-402.35611	1.19938	-0.00262	-0.10246	-0.00064	-0.05411	-476.57556	-0.22836	-0.00112	-0.05087	0.00036	-0.27372	-144.01472	-3.19829	-0.00242	-0.0118	0.00127	0.00931	-875.28778	-3.34618	-0.00454	-0.13641	0.00055	-0.30806	619.63778	0.23004	0.00352	0.06912	-0.00164	-0.53031	-2241.86222	3.32871	-0.01073	-0.45644	-0.00209
1992	-0.04276	256.29585	1.03927	0.00164	0.03409	-0.00052	0.22065	-129.11539	1.10987	0.00047	-0.01393	-0.00025	-0.07715	-185.16473	-0.65221	-0.00121	-0.02297	-0.00043	0.06465	130.29344	0.18769	0.0005	0.00314	-0.00033	-0.07305	-319.97102	-0.88969	-0.00255	-0.03587	-6e-05	-0.02704	-257.51544	-0.40938	-0.00222	-0.04097	0.00013	-0.11407	-531.54179	-1.57307	-0.00307	-0.06694	-0.00072	-0.01635	-570.85377	-1.76687	-0.00303	-0.07786	-0.00022	-0.31644	-668.53529	-3.10471	-0.00224	-0.05869	0.0006	-0.01673	480.55191	-0.65516	0.00247	0.064	-0.00141	-0.27681	1271.05788	0.02818	0.00503	0.16339	0.00419	0.18736	-179.48462	2.70129	-0.00127	-0.06826	0.00019	-0.33502	-925.35529	-3.04049	-0.00272	-0.04078	-0.0012	0.19706	1737.52738	5.00751	0.00842	0.17729	-0.00628
1993	-0.32438	-319.78286	-1.41127	-0.00206	-0.05387	-0.00072	-0.57812	12.53615	-3.19248	0.00031	0.00647	-0.00102	0.58281	-350.9975	0.77361	-0.00198	-0.01088	-0.00026	-0.02939	142.80364	1.99323	-0.001	-0.06356	-0.00081	-0.63626	-66.35	-1.76989	-0.00217	-0.0417	0.00243	-0.11586	-186.01556	-0.26	0.00146	0.03019	-0.00063	0.51915	-55.34125	-0.41472	0.00027	0.03763	-0.0012	-0.29516	-43.48857	1.37444	-0.0006	-0.08064	-7e-05	-0.01567	895.215	0.73889	0.00654	0.1813	-0.00042	0.67938	-209.838	0.08844	-0.00167	-0.00822	0.00036	-0.84615	-977.78	-2.43556	-0.0065	-0.22948	-0.00044	0.13355	279.26	-0.88333	0.00189	0.05041	0.00051	0.54324	-993.785	4.17778	-0.0081	-0.18993	0.00032	-1.1132	-1307.56	-2.48889	-0.00727	-0.28994	0.00052
1994	-0.11468	-1.60291	-0.99705	-0.00015	-0.00591	-0.00115	-0.21316	-336.84375	-2.47929	-0.0014	-0.03096	-0.00065	0.12917	-26.29823	2.42832	-0.00039	-0.01759	0.0006	0.12209	424.9572	2.02095	0.00148	0.04534	-0.0001	-0.19162	-194.62482	-3.42122	-0.00054	-0.01281	-0.00061	0.11262	-404.78492	0.05716	-0.00103	-0.03221	0.0002	0.06381	-35.32054	0.96771	-0.0002	-0.01734	0.00072	-0.24114	158.42338	-2.57319	0.0004	0.01761	-0.00049	-0.13794	-264.34273	-2.22418	-0.00116	-0.03022	-0.0011	0.37167	-236.91849	2.57831	5e-05	-0.00441	0.00077	-0.26907	260.89754	-3.29779	0.00204	0.0357	0.00121	0.15258	316.85271	1.89982	0.00038	0.02261	-0.00148	-0.22516	177.22404	-0.38996	-0.00093	0.00697	-0.0024	-0.42916	-65.75996	-0.88196	-0.00104	-0.03025	0.00079
1995	-0.41928	5.68546	-3.28977	0.00117	0.00536	-0.00072	0.15531	185.61914	0.75174	0.00239	0.03893	0.0001	-0.0465	616.60243	-0.52801	0.00369	0.10498	-0.00031	-0.12641	-570.09076	-2.45596	-0.00223	-0.06545	9e-05	0.282	664.6622	3.89231	0.00507	0.09879	-0.00083	-0.33758	-195.75884	-3.96707	-0.0018	0.00418	0.00236	0.24775	-585.38865	1.38388	-0.0045	-0.1244	-0.00065	-0.22532	185.21646	0.83547	-0.00052	-0.01087	-0.00172	0.29287	-623.54573	1.46716	-0.00447	-0.08705	0.00071	-0.13513	-288.5732	0.80124	-0.00228	-0.07754	-0.00024	-0.03669	-1217.7614	-2.48879	-0.00849	-0.13416	-0.00031	-0.03547	-1813.54107	-2.42151	-0.01525	-0.29097	0.0003	0.00674	-491.6414	1.60338	-0.00863	-0.17406	-0.00263	-0.17872	-621.4404	1.39604	-0.0106	-0.2275	-0.00713
1996	-0.01245	85.93635	-0.89435	0.00109	0.02565	-0.00015	-0.07935	-219.07761	-0.61305	-0.00182	-0.04055	1e-05	-0.13401	14.77694	-0.50221	-0.00086	-0.00864	-0.00012	0.06463	312.51535	1.01236	0.00227	0.03176	-1e-05	-0.0343	-16.33389	-0.47042	9e-05	0.00641	0.00023	-0.16213	-349.98593	-1.38404	-0.00195	-0.0249	-9e-05	-0.13003	154.19903	-0.01757	0.00078	0.02273	-4e-05	-0.01105	-255.65841	0.77399	-0.00094	-0.03554	-0.00025	0.34694	-405.77389	1.35062	-0.00258	-0.06189	0.0002	-0.10712	-380.59956	-1.92969	-0.00345	-0.05318	0.0	0.082	-235.85139	2.69784	-0.00215	-0.07821	0.0	-0.26329	-132.24667	-1.08871	-0.00071	-0.03749	-4e-05	0.09781	91.94611	-1.74649	0.00024	0.03756	-0.00028	0.01054	214.13444	0.72818	0.00218	0.05731	0.00048
1997	-0.1547	-1253.26268	-1.18651	-0.00756	-0.19679	-0.00101	-0.16815	917.23669	-0.63402	0.00556	0.16837	0.00327	0.04182	-870.72088	0.81889	-0.00555	-0.17661	-0.00178	0.1874	788.84333	0.79505	0.0046	0.12793	0.002	-0.23718	-686.05969	-1.53122	-0.00327	-0.09427	-0.00233	0.07143	371.08047	0.63667	0.00192	0.06433	-0.00185	-0.15464	177.23201	0.73278	0.00032	-0.01482	-0.00327	-0.24142	-567.13697	-1.92984	-0.00451	-0.06688	-0.001	0.14975	524.34551	1.17889	0.0028	0.06098	-0.00182	0.01837	-566.16516	-0.01089	-0.00364	-0.07683	0.00068	-0.09952	994.36018	0.11444	0.00769	0.15189	-0.00135	0.02137	-1606.70738	-2.71444	-0.0102	-0.21032	0.00142	0.34464	1392.02018	3.41778	0.00755	0.17368	0.0019	-0.32744	-976.92516	-4.47556	-0.00193	-0.07912	0.00077
1998	0.32458	256.67108	4.07166	0.00081	0.02863	0.00292	0.24938	-58.20326	3.18835	-9e-05	-0.01426	-0.00059	0.19705	-653.89554	1.56543	-0.00399	-0.10886	-0.00105	-0.02209	-596.54613	-0.06244	-0.00245	-0.0815	-0.00143	-0.15793	-354.59009	-0.44276	-0.00108	-0.05881	-0.00251	-0.16322	81.8464	-2.11721	0.00013	0.02359	-0.00115	-0.3496	753.93176	-4.05962	0.0037	0.13307	0.00433	-0.49851	-10.49525	-5.44196	4e-05	0.02788	0.00397	-0.42186	201.51996	-5.69096	0.00196	0.05687	-0.00051	-0.35262	-239.91836	-3.96662	-0.00274	-0.06343	-0.00266	-0.22989	-169.54132	-3.06596	-0.00069	-0.04617	-0.00428	0.10429	-551.65204	0.24471	-0.00281	-0.11106	-0.00608	0.10225	558.21484	-1.31462	0.0043	0.10468	-0.00964	-0.04309	221.95218	0.38604	-0.00106	0.02358	-0.0102
1999	-0.15266	13.72492	-1.86841	-0.0005	-0.00652	-0.00067	0.05299	-70.19735	0.94496	0.00054	0.00066	-0.0002	-0.12132	-260.62778	-2.63861	-0.00118	-0.01811	-0.00127	-0.00179	-45.55737	0.99202	-0.00034	-0.00867	0.00038	-0.29525	-233.65789	-2.86122	-0.00103	-0.03498	-0.0016	0.17128	-143.64444	2.54963	-0.00116	-0.01278	0.00023	-0.25597	-288.46681	-2.63972	-0.00052	-0.01222	-0.00053	0.36479	-391.89746	3.3473	-0.00388	-0.10433	0.00047	0.10268	674.57389	0.65444	0.00329	0.06399	-0.00273	-0.04276	440.83044	0.57911	-6e-05	0.03439	0.00495	-0.24049	77.55111	-2.64222	0.00131	0.03637	0.0006	0.32994	-280.16111	2.86556	-0.00075	-0.01333	-0.00034	-0.36437	676.46444	-5.25056	0.00455	0.11111	-0.00305	0.01118	-1499.99556	-3.96889	-0.00347	-0.15181	0.00031
2000	-0.41127	87.95928	-0.34219	-0.00086	-0.02238	-0.00073	-0.42154	-1372.30216	-1.2539	-0.0096	-0.25584	-9e-05	0.331	-0.27201	-0.23746	0.0	0.04208	0.00142	-0.08847	1221.3712	-0.67923	0.00781	0.22502	-0.00142	-0.32611	-122.83282	-0.78042	0.00118	-0.01311	-0.00046	-0.0553	-1321.50218	-0.17966	-0.00955	-0.24395	-0.00019	0.41168	95.09513	0.25521	0.00039	0.06159	-0.00057	-0.41145	888.08404	-1.80034	0.00866	0.20811	-0.00053	0.16303	-502.72018	2.24271	-0.00513	-0.16823	0.00027	0.14042	-401.82449	2.98471	-0.00588	-0.16874	0.00018	-0.31629	694.55654	-1.01229	0.00368	0.10458	-4e-05	-0.51514	610.95449	-3.69707	0.01098	0.23893	7e-05	0.54328	-1241.90629	1.45004	-0.00798	-0.23454	0.00034	-1.61882	-1501.42062	0.79004	-0.01487	-0.4611	0.00051
2001	0.0159	84.30431	1.19932	0.00022	-0.00255	5e-05	-0.33537	-444.60117	-4.27741	-0.00282	-0.04427	-0.00015	-0.24577	-137.17073	-3.41116	-0.00031	0.01417	-0.00028	0.20834	-76.86895	0.52418	-8e-05	-0.01353	-6e-05	0.10011	-104.2536	1.21818	-0.00112	-0.03334	6e-05	-0.28202	91.72516	-1.32182	7e-05	0.00598	-2e-05	-0.04742	437.5846	1.67184	0.00264	0.06567	8e-05	0.33296	-170.98297	3.13465	-0.00213	-0.05172	0.00017	0.37839	-224.71173	1.57062	-0.00198	-0.05973	0.00016	-0.37531	-145.9656	-5.20089	-0.0002	0.02122	-0.00016	-0.29024	-889.2114	-5.30216	-0.0068	-0.10338	-0.00028	-0.11611	-276.2784	0.3904	-0.00218	-0.04262	-0.0001	0.38351	1272.4456	4.88684	0.01058	0.17884	0.0002	-0.04894	1270.8256	4.38684	0.01055	0.16904	0.00018
2002	-0.04038	228.90128	0.06961	0.00252	0.04961	-0.00093	-0.35712	707.03692	-0.63726	0.00571	0.11134	-0.00054	0.30157	-432.3209	0.46162	-0.00281	-0.05133	-0.00097	0.17627	-167.23002	0.09406	-0.00233	-0.03269	0.00224	-0.41142	-841.51396	-1.91842	-0.00573	-0.14928	-0.00052	0.03416	-1331.40121	0.00581	-0.00784	-0.19395	0.0001	0.3793	-278.73946	0.44026	-0.00357	-0.05755	-0.00159	-0.38381	-840.52072	-3.85497	-0.00669	-0.10919	0.00032	-0.57909	751.00338	-2.67249	0.00408	0.10359	0.00038	0.33473	-349.61022	1.82431	-0.00251	-0.05549	-0.0001	-0.09354	1501.04738	-0.81682	0.01115	0.22006	-0.00123	-0.22064	211.43671	0.67262	-0.00021	-0.00512	0.00026	0.10718	713.54471	3.67584	0.00686	0.09756	-0.00018	-0.07896	-924.86862	-0.28716	-0.00762	-0.11971	0.00014
2003	0.07071	-729.01729	-0.6944	-0.00309	-0.08727	-1e-05	-0.1173	-388.69026	-1.12794	-0.00273	-0.05566	-0.00253	-0.09098	645.78254	1.0341	0.00291	0.07919	0.00068	-0.10801	-530.71208	-0.82076	-0.00318	-0.07352	0.00189	0.0607	-56.22962	-0.4306	-0.00143	-0.00967	-0.00235	0.19967	-156.35084	-0.20551	0.00088	-0.02141	-0.00156	0.05205	982.30171	2.0181	0.00533	0.12676	0.00081	-0.25021	-477.86634	-1.73697	-0.00144	-0.03956	0.00056	-0.06566	-665.79884	-1.69907	-0.00503	-0.10313	-0.00204	0.02439	1434.18711	3.0084	0.00772	0.1916	-0.0023	-0.07265	-1607.08696	-2.3739	-0.00779	-0.20248	0.00033	0.16563	52.09627	-0.18773	-0.00287	-0.04048	0.00257	-0.12216	1969.92138	1.9546	0.01485	0.28412	0.00199	-0.46902	-1822.87862	-3.9324	-0.01241	-0.20906	0.00146
2004	0.33848	-84.06746	0.86143	-0.00102	-0.00155	-0.00105	0.14487	-42.97915	1.40538	-0.00095	-0.0085	0.00228	0.33077	168.85556	-0.47667	0.00117	0.05806	-0.00029	0.23627	-511.44677	0.42818	-0.00281	-0.07116	-0.00024	-0.22924	-537.42056	1.412	-0.00269	-0.10581	7e-05	-0.7885	258.70519	-0.42111	0.00339	0.03846	-0.00066	-0.25826	-359.80139	0.605	-0.0021	-0.07758	-0.00099	-0.3962	-661.28794	-4.81143	-0.00383	-0.10174	0.00026	-0.77315	868.33611	-4.11167	0.00384	0.09832	-0.00244	-0.56469	-223.64222	-3.852	-0.00185	-0.02732	0.00021	-0.1655	102.63194	0.515	-0.00192	-0.04531	-0.00228	0.22312	740.65556	-0.39667	0.00697	0.09961	-0.0006	0.261	-417.63889	-2.625	-0.00386	-0.05396	1e-05	-0.93983	-182.72222	-12.04	0.00045	0.01057	-0.00117
2005	1.2713	561.12969	0.95111	0.00533	0.18822	-0.00065	0.17043	487.73086	-1.54658	0.00342	0.11967	-0.0007	-0.31238	279.21173	-0.17361	0.00139	0.0497	-0.00135	-0.86583	-77.9056	-1.90889	-0.0012	-0.04889	0.00047	-1.66306	-286.6922	-1.51989	-0.00443	-0.1462	0.0003	-0.87588	-652.93027	2.17778	-0.00672	-0.22027	0.00011	-0.31683	-795.1441	1.45403	-0.00659	-0.22507	-3e-05	-0.3191	-880.37189	-2.68698	-0.00516	-0.1692	0.0001	-0.50718	-315.77227	-2.87778	-0.00194	-0.08866	0.0006	0.01898	-541.8768	-0.88556	-0.00229	-0.10394	-0.00059	0.4609	-229.5111	-1.35722	-0.00027	0.00879	-0.00162	1.08797	331.94773	3.31222	0.00548	0.16451	3e-05	0.9735	184.7814	4.71444	0.00441	0.13925	0.00096	0.8658	1256.9584	0.97778	0.00659	0.29363	0.00205
2006	0.03213	144.43985	0.5604	0.00034	0.01162	-0.00041	-0.01812	-592.42749	-0.88453	-0.00378	-0.08432	-0.0001	-0.02617	-140.38357	-0.61361	8e-05	-0.01078	0.0001	-0.00211	508.2635	0.7502	0.00257	0.06878	-0.00059	0.01644	66.91598	0.66344	-0.00034	0.00321	-3e-05	-0.04606	-371.09692	-0.81111	-0.00189	-0.04592	4e-05	-0.03914	-350.93971	-1.21014	-0.00151	-0.04291	7e-05	-0.07957	-134.88043	-0.50651	-0.00069	-0.00479	0.00012	0.01397	530.13193	1.08889	0.00287	0.071	0.00043	-0.08574	-229.88809	-0.75222	-0.00082	-0.02658	-0.00011	-0.14877	-1105.29479	-2.63972	-0.00538	-0.12923	0.00017	-0.17217	-675.82596	-3.12444	-0.00193	-0.05785	0.00024	0.07283	1386.98838	3.20111	0.00643	0.15208	-0.0031	1.06227	1648.90138	8.21778	0.0071	0.13903	0.00213
2007	-0.03448	-245.81651	-0.57369	-0.00275	-0.0622	-0.00023	-0.18819	-468.83556	-2.03671	-0.00411	-0.0912	0.00028	0.22283	-17.97889	-1.5344	0.00194	0.05044	-1e-05	-0.22617	-536.48192	2.59578	-0.00556	-0.16725	6e-05	-1.28279	494.12111	-3.6316	0.00333	0.07472	-0.0003	-0.45014	457.97852	-1.8784	0.00555	0.13678	0.00037	-0.1186	-232.66222	0.7001	-0.00252	-0.05399	-0.00072	0.36399	-2.19556	2.85074	-0.00102	-0.04391	0.00033	-0.00404	-508.47889	-3.27307	-0.00121	-0.01601	8e-05	0.67214	-286.22556	1.5704	-0.00201	-0.04967	-0.00125	0.72082	288.29611	4.9931	-0.00023	0.00126	-0.00093	-0.03218	1138.86	3.08627	0.00798	0.16836	-0.0012	-0.54146	-181.19222	-5.0434	-0.00219	-0.00908	0.00054	-0.59998	-1205.82556	-9.5524	-0.01068	-0.17729	2e-05
2008	0.24944	-361.05651	1.99918	-0.00165	-0.04671	-6e-05	-0.30565	-517.37376	-1.73023	-0.00304	-0.08343	-0.00043	-0.26927	267.00944	-1.56593	0.00186	0.04894	-0.00018	-0.10188	245.06323	-0.11152	0.0015	0.02424	-6e-05	-0.07444	48.14644	-1.43709	-9e-05	0.00568	-0.00033	-0.17376	-312.2763	-2.16893	-0.00195	-0.02247	-6e-05	0.1066	-247.55722	0.32468	-0.00164	-0.05844	0.00056	0.0332	171.8473	0.36713	0.00098	0.01809	-0.00051	-0.36036	463.1	-2.96038	0.00288	0.08062	-0.00061	-0.2072	-1060.61822	-1.01636	-0.00641	-0.17704	0.00031	0.61937	14.98194	4.89601	0.00108	0.01636	0.00123	1.25694	1273.13667	5.69951	0.0058	0.21587	-0.00122	-0.47269	-1712.16389	-0.33482	-0.00773	-0.26571	-0.00072	-2.02461	1322.90444	-9.30116	0.00523	0.117	7e-05
